year,ev_sales_share_cars,ev_stock_share_cars,chargers_total,chargers_fast,chargers_slow,iso3c,gdp_pc_ppp,population,country,income_group,brent_usd,chargers_per_mn,chargers_per_mn_itp,ln_gdp_pc_ppp,ln_population,ln_brent,ln_chargers_per_mn,ln_charger_density_itp,chargers_growth,chargers_growth_lag1
2023,46.0,11.0,17000.0,3000.0,14000.0,DNK,77892.2932609904,5946952,Denmark,HIC,82.46833333333333,2858.6072327471284,2858.6072327471284,11.263082295783702,15.598389377359705,4.412414381271988,7.958089803642921,7.958089803642921,0.49122807017543857,11.808988764044944
2024,56.0,17.0,33400.0,6400.0,27000.0,DNK,81878.2349849181,5976992,Denmark,HIC,80.52666666666666,5588.095148864178,5588.095148864178,11.31298848342318,15.603427989341384,4.388588392509022,8.628393747587683,8.628393747587683,0.9647058823529411,0.49122807017543857
2015,0.2,0.026,1640.0,240.0,1400.0,ESP,35228.6333036223,46422303,Spain,HIC,52.35333333333333,35.32784661717451,35.32784661717451,10.46961447704383,17.653290569816026,3.9580156092786187,3.5646715089664944,3.5646715089664944,0.8021978021978022,0.021324354657688005
2016,0.29,0.04,3660.0,360.0,3300.0,ESP,37612.7188681342,46458139,Spain,HIC,43.54833333333334,78.7805985943604,78.7805985943604,10.53509753994787,17.65406222854216,3.7738714323786655,4.366666755817528,4.366666755817528,1.231707317073171,0.8021978021978022
2017,0.56,0.071,4740.0,440.0,4300.0,ESP,39825.2498116292,46571232,Spain,HIC,54.2475,101.77957070150087,101.77957070150087,10.592256407492517,17.656493569407864,3.9935569084094085,4.622809403245531,4.622809403245531,0.29508196721311486,1.231707317073171
2018,0.81,0.12,4840.0,440.0,4400.0,ESP,41015.1565755187,46782011,Spain,HIC,71.06083333333333,103.4585708596409,103.4585708596409,10.621696949948001,17.661009306652936,4.263536317703028,4.639171251022017,4.639171251022017,0.021097046413502074,0.29508196721311486
2019,1.3,0.19,4500.0,,4500.0,ESP,44042.757577336,47118501,Spain,HIC,64.35833333333333,95.503887103709,95.503887103709,10.692916204165552,17.668176284407693,4.164466425787218,4.559166949314993,4.559166949314993,-0.07024793388429751,0.021097046413502074
2020,4.5,0.36,8700.0,2700.0,6000.0,ESP,39327.8479269599,47359424,Spain,HIC,41.759166666666665,183.70155853246865,183.70155853246865,10.579688145570243,17.673276386303904,3.731918988075146,5.213312476303047,5.213312476303047,0.9333333333333333,-0.07024793388429751
2021,7.3,0.62,8300.0,2700.0,5600.0,ESP,44251.6658222621,47443821,Spain,HIC,70.6775,174.94375084165333,174.94375084165333,10.697648295428332,17.675056853255118,4.2581272761411615,5.164464498493844,5.164464498493844,-0.04597701149425293,0.9333333333333333
2022,8.9,0.94,12200.0,2200.0,10000.0,ESP,51398.9310403407,47786102,Spain,HIC,100.77749999999999,255.30435606570296,255.30435606570296,10.847372654346467,17.68224540204672,4.612915116435538,5.542456386638902,5.542456386638902,0.4698795180722892,-0.04597701149425293
2023,12.0,1.4,25600.0,6600.0,19000.0,ESP,55682.2402603093,48352528,Spain,HIC,82.46833333333333,529.4449134076299,529.4449134076299,10.927416528759066,17.694029063915565,4.412414381271988,6.271829124516365,6.271829124516365,1.098360655737705,0.4698795180722892
2024,11.0,1.8,41000.0,13000.0,28000.0,ESP,57965.2948138837,48848840,Spain,HIC,80.52666666666666,839.3239225332679,839.3239225332679,10.967599745158742,17.7042411900094,4.388588392509022,6.732596713641318,6.732596713641318,0.6015625,1.098360655737705
2015,0.6,0.054,840.0,130.0,710.0,FIN,42257.8593791297,5479531,Finland,HIC,52.35333333333333,153.29779136207097,153.29779136207097,10.651545636293399,15.516530071320078,3.9580156092786187,5.032382378481556,5.032382378481556,1.1761658031088085,0.44569288389513106
2016,1.2,0.11,850.0,140.0,710.0,FIN,44562.4011072067,5495303,Finland,HIC,43.54833333333334,154.6775491724478,154.6775491724478,10.704645757961071,15.519404285336954,3.7738714323786655,5.0413426221116815,5.0413426221116815,0.011904761904761862,1.1761658031088085
2017,2.5,0.24,850.0,140.0,710.0,FIN,47234.8528600939,5508214,Finland,HIC,54.2475,154.31499211904259,154.31499211904259,10.762887307137389,15.52175099065401,3.9935569084094085,5.038995916794628,5.038995916794628,0.0,0.011904761904761862
2018,4.6,0.51,2220.0,220.0,2000.0,FIN,49248.6775395866,5515525,Finland,HIC,71.06083333333333,402.5002153013539,402.5002153013539,10.804637794251624,15.523077401061927,4.263536317703028,5.997695631768671,5.997695631768671,1.611764705882353,0.0
2019,6.7,0.95,3490.0,390.0,3100.0,FIN,52276.1115723992,5521606,Finland,HIC,64.35833333333333,632.062483270266,632.062483270266,10.86429478800953,15.524179317966839,4.164466425787218,6.448988255193908,6.448988255193908,0.572072072072072,1.611764705882353
2020,18.0,1.8,4330.0,430.0,3900.0,FIN,53296.5792798852,5529543,Finland,HIC,41.759166666666665,783.0665210488461,783.0665210488461,10.883627429480615,15.525615729938966,3.731918988075146,6.663217649021842,6.663217649021842,0.24068767908309452,0.572072072072072
2021,30.0,3.2,6590.0,790.0,5800.0,FIN,56790.3766177692,5541017,Finland,HIC,70.6775,1189.3123590849839,1189.3123590849839,10.94712216461158,15.52768861588304,4.2581272761411615,7.081130569577787,7.081130569577787,0.5219399538106235,0.24068767908309452
2022,37.0,4.7,9400.0,1700.0,7700.0,FIN,62133.1375219912,5556106,Finland,HIC,100.77749999999999,1691.8323732484587,1691.8323732484587,11.037034741090453,15.530408061148101,4.612915116435538,7.433567465074268,7.433567465074268,0.4264036418816388,0.5219399538106235
2023,54.0,7.0,12200.0,2900.0,9300.0,FIN,63414.9936878177,5583911,Finland,HIC,82.46833333333333,2184.848576562198,2184.848576562198,11.05745560596384,15.535399984901913,4.412414381271988,7.689301803783709,7.689301803783709,0.2978723404255319,0.4264036418816388
2024,50.0,8.3,16400.0,4400.0,12000.0,FIN,65378.3841859721,5619911,Finland,HIC,80.52666666666666,2918.1956796112963,2918.1956796112963,11.08794696577843,15.541826385445546,4.388588392509022,7.978720786331018,7.978720786331018,0.34426229508196715,0.2978723404255319
2015,1.2,0.15,10480.0,580.0,9900.0,FRA,40905.1767750994,66548272,France,HIC,52.35333333333333,157.4796712978513,157.4796712978513,10.619011905539717,18.013438137028768,3.9580156092786187,5.05929637881054,5.05929637881054,4.790055248618785,0.005555555555555536
2016,1.4,0.22,20000.0,1000.0,19000.0,FRA,42880.2351355431,66724104,France,HIC,43.54833333333334,299.74175449399814,299.74175449399814,10.666166279301082,18.01607682491442,3.7738714323786655,5.7029212855859805,5.7029212855859805,0.9083969465648856,4.790055248618785
2017,1.7,0.38,21000.0,1000.0,20000.0,FRA,44469.1458856805,66918020,France,HIC,54.2475,313.81681645691253,313.81681645691253,10.70255087679186,18.018978846077932,3.9935569084094085,5.748809428591902,5.748809428591902,0.050000000000000044,0.9083969465648856
2018,2.0,0.5,25300.0,2300.0,23000.0,FRA,46381.0590629457,67158348,France,HIC,71.06083333333333,376.7215953555022,376.7215953555022,10.744646445023717,18.022563791896093,4.263536317703028,5.931506440783791,5.931506440783791,0.2047619047619047,0.050000000000000044
2019,2.7,0.66,30700.0,2700.0,28000.0,FRA,51130.4723140578,67382061,France,HIC,64.35833333333333,455.6108783909118,455.6108783909118,10.842135925544733,18.025889383186374,4.164466425787218,6.12163910835319,6.12163910835319,0.2134387351778657,0.2047619047619047
2020,11.0,1.1,34300.0,3300.0,31000.0,FRA,49481.8044309655,67601110,France,HIC,41.759166666666665,507.388118331193,507.388118331193,10.809360293726805,18.02913496099673,3.731918988075146,6.229276230121578,6.229276230121578,0.11726384364820852,0.2134387351778657
2021,17.0,1.9,54900.0,4900.0,50000.0,FRA,52517.3354905855,67842811,France,HIC,70.6775,809.2235447024741,809.2235447024741,10.868898593896429,18.03270398432062,4.2581272761411615,6.696075201141278,6.696075201141278,0.6005830903790088,0.11726384364820852
2022,20.0,2.7,91000.0,17000.0,74000.0,FRA,57042.9449013772,68184457,France,HIC,100.77749999999999,1334.6150135066707,1334.6150135066707,10.951559682461234,18.037727193613996,4.612915116435538,7.196398149849264,7.196398149849264,0.6575591985428051,0.6005830903790088
2023,25.0,4.0,119000.0,20000.0,99000.0,FRA,60838.9416716424,68372286,France,HIC,82.46833333333333,1740.4712780848076,1740.4712780848076,11.01598535094978,18.040478125048434,4.412414381271988,7.461911205009505,7.461911205009505,0.3076923076923077,0.6575591985428051
2024,24.0,4.4,152000.0,32000.0,120000.0,FRA,62556.91810454,68551653,France,HIC,80.52666666666666,2217.3061238946348,2217.3061238946348,11.043832110970882,18.043098077467423,4.388588392509022,7.704048280325265,7.704048280325265,0.2773109243697478,0.3076923076923077
2015,1.1,0.16,8740.0,540.0,8200.0,GBR,42515.278865824,65088000,United Kingdom,HIC,52.35333333333333,134.27974434611605,134.27974434611605,10.657618793032158,17.99125075839037,3.9580156092786187,4.899925268223487,4.899925268223487,0.17315436241610738,0.3594890510948905
2016,1.4,0.27,11780.0,780.0,11000.0,GBR,44085.2025586772,65607000,United Kingdom,HIC,43.54833333333334,179.55401100492327,179.55401100492327,10.69387946224069,17.999192955538568,3.7738714323786655,5.1904760596312824,5.1904760596312824,0.34782608695652173,0.17315436241610738
2017,1.9,0.4,13920.0,920.0,13000.0,GBR,46113.0211677324,65966000,United Kingdom,HIC,54.2475,211.0177970469636,211.0177970469636,10.73885064393339,18.00465001573942,3.9935569084094085,5.351942476113266,5.351942476113266,0.1816638370118846,0.34782608695652173
2018,2.6,0.56,16100.0,1100.0,15000.0,GBR,47212.2045190522,66289000,United Kingdom,HIC,71.06083333333333,242.87589192777082,242.87589192777082,10.762407708469006,18.009534528872233,4.263536317703028,5.492550580064596,5.492550580064596,0.15660919540229878,0.1816638370118846
2019,3.3,0.76,15100.0,1100.0,14000.0,GBR,50064.9605582187,66631000,United Kingdom,HIC,64.35833333333333,226.6212423646651,226.6212423646651,10.821076652330122,18.014680492680636,4.164466425787218,5.423280088086653,5.423280088086653,-0.06211180124223603,0.15660919540229878
2020,11.0,1.3,22700.0,4700.0,18000.0,GBR,48230.0477027461,66744000,United Kingdom,HIC,41.759166666666665,340.1054776459307,340.1054776459307,10.783737502130455,18.016374963564047,3.731918988075146,5.82925579786972,5.82925579786972,0.5033112582781456,-0.06211180124223603
2021,19.0,2.1,34500.0,5500.0,29000.0,GBR,51004.4271714238,66984000,United Kingdom,HIC,70.6775,515.0483697599427,515.0483697599427,10.839667715221749,18.019964342866405,4.2581272761411615,6.24426081811732,6.24426081811732,0.5198237885462555,0.5033112582781456
2022,23.0,2.8,51800.0,7800.0,44000.0,GBR,59021.5721805914,67604000,United Kingdom,HIC,100.77749999999999,766.22685048222,766.22685048222,10.985658286240946,18.029177710860257,4.612915116435538,6.641478275351592,6.641478275351592,0.5014492753623188,0.5198237885462555
2023,24.0,4.7,72000.0,12000.0,60000.0,GBR,59911.3467663209,68492000,United Kingdom,HIC,82.46833333333333,1051.2176604566955,1051.2176604566955,11.000621194650389,18.042227508091,4.412414381271988,6.957704447871468,6.957704447871468,0.38996138996139007,0.5014492753623188
2024,28.0,6.4,88000.0,17000.0,71000.0,GBR,62009.4907765366,69226000,United Kingdom,HIC,80.52666666666666,1271.1986825759109,1271.1986825759109,11.035042729353046,18.05288707256521,4.388588392509022,7.147715578859407,7.147715578859407,0.22222222222222232,0.38996138996139007
2015,0.075,0.0027,16.0,2.0,14.0,GRC,26607.7256796976,10820883,Greece,HIC,52.35333333333333,1.478622400778199,1.478622400778199,10.1889568916869,16.196988436185933,3.9580156092786187,0.3911108440181214,0.3911108440181214,-0.8688524590163934,
2016,0.12,0.005,15.0,,15.0,GRC,27504.5497984948,10775971,Greece,HIC,43.54833333333334,1.391985928692644,1.391985928692644,10.222106717187774,16.192829305903164,3.7738714323786655,0.3307314531633214,0.3307314531633214,-0.0625,-0.8688524590163934
2017,0.22,0.0096,22.0,,22.0,GRC,28681.6815585005,10754679,Greece,HIC,54.2475,2.045621259360693,2.045621259360693,10.264013924741663,16.190851473655563,3.9935569084094085,0.7157015376670253,0.7157015376670253,0.46666666666666656,-0.0625
2018,0.29,0.017,32.0,1.0,31.0,GRC,29792.0592519585,10732882,Greece,HIC,71.06083333333333,2.9814918304328697,2.9814918304328697,10.301997168929491,16.188822671272973,4.263536317703028,1.0924237894910276,1.0924237894910276,0.4545454545454546,0.46666666666666656
2019,0.42,0.029,64.0,1.0,63.0,GRC,31927.3792151369,10721582,Greece,HIC,64.35833333333333,5.969268341183232,5.969268341183232,10.371219203265207,16.187769277345733,4.164466425787218,1.7866243639782144,1.7866243639782144,1.0,0.4545454545454546
2020,2.7,0.083,228.0,8.0,220.0,GRC,29533.087740299,10698599,Greece,HIC,41.759166666666665,21.311201588170565,21.311201588170565,10.293266532099256,16.185623356280015,3.731918988075146,3.0592328306386998,3.0592328306386998,2.5625,1.0
2021,6.9,0.26,1228.0,28.0,1200.0,GRC,33531.15511226,10569207,Greece,HIC,70.6775,116.18657861464914,116.18657861464914,10.42023028897902,16.17345533138016,4.2581272761411615,4.755197335291201,4.755197335291201,4.385964912280702,2.5625
2022,7.9,0.52,3080.0,280.0,2800.0,GRC,39612.4406377916,10436882,Greece,HIC,100.77749999999999,295.10729353843413,295.10729353843413,10.58689850542542,16.160856436807453,4.612915116435538,5.687338997124441,5.687338997124441,1.5081433224755698,4.385964912280702
2023,13.0,0.89,5160.0,260.0,4900.0,GRC,42710.5058010314,10407351,Greece,HIC,82.46833333333333,495.8033989629061,495.8033989629061,10.662200206449336,16.15802294135018,4.412414381271988,6.206179475089705,6.206179475089705,0.6753246753246753,1.5081433224755698
2024,12.0,1.2,6000.0,1000.0,5000.0,GRC,44327.2097808276,10405134,Greece,HIC,80.52666666666666,576.6384171506104,576.6384171506104,10.69935398375112,16.15780989615078,4.388588392509022,6.357215410023685,6.357215410023685,0.16279069767441867,0.6753246753246753
2019,0.012,0.00044,,,,IDN,11986.4701508376,272489381,Indonesia,UMC,64.35833333333333,,0.6648406360916261,9.391533805247816,19.42311020250093,4.164466425787218,,-0.40820791202072665,,
2020,0.096,0.0035,,,,IDN,11729.3674458448,274814866,Indonesia,UMC,41.759166666666665,,0.6648406360916261,9.369851014008013,19.431608214374723,3.731918988075146,,-0.40820791202072665,,
2021,0.12,0.015,184.0,130.0,54.0,IDN,12757.0746440204,276758053,Indonesia,UMC,70.6775,0.6648406360916261,0.6648406360916261,9.453841270741709,19.438654227593986,4.2581272761411615,-0.40820791202072665,-0.40820791202072665,,
2022,1.4,0.1,620.0,440.0,180.0,IDN,14284.929293133,278830529,Indonesia,UMC,100.77749999999999,2.2235728713909944,2.2235728713909944,9.566960364924448,19.446114732290518,4.612915116435538,0.7991153037128925,0.7991153037128925,2.369565217391304,
2023,2.2,0.23,1080.0,770.0,310.0,IDN,15415.7079259527,281190067,Indonesia,UMC,82.46833333333333,3.840818459636414,3.840818459636414,9.64314226375182,19.454541393663803,4.412414381271988,1.3456854844187358,1.3456854844187358,0.7419354838709677,2.369565217391304
2024,7.3,0.59,3240.0,2300.0,940.0,IDN,16448.2755179559,283487931,Indonesia,UMC,80.52666666666666,11.429057979896859,11.429057979896859,9.707975918963085,19.462680108797322,4.388588392509022,2.4361590579533288,2.4361590579533288,2.0,0.7419354838709677
2015,0.017,0.015,,,,IND,5425.03599091046,1328024498,India,LMC,52.35333333333333,,0.16180546658297892,8.598779812655863,21.00695833511966,3.9580156092786187,,-1.821360488877932,,
2016,0.026,0.015,,,,IND,5800.48149366552,1343944296,India,LMC,43.54833333333334,,0.16180546658297892,8.665696209238089,21.01887463175987,3.7738714323786655,,-1.821360488877932,,
2017,0.031,0.021,220.0,,220.0,IND,6144.71714444938,1359657400,India,LMC,54.2475,0.16180546658297892,0.16180546658297892,8.723347990745332,21.03049859319457,3.9935569084094085,-1.821360488877932,-1.821360488877932,,
2018,0.03,0.022,355.0,25.0,330.0,IND,6714.96639877754,1374659064,India,LMC,71.06083333333333,0.2582458511327286,0.2582458511327286,8.812094105039762,21.041471583864862,4.263536317703028,-1.3538432364251702,-1.3538432364251702,0.6136363636363635,
2019,0.024,0.022,2330.0,2000.0,330.0,IND,7150.92423452926,1389030312,India,LMC,64.35833333333333,1.6774291963759533,1.6774291963759533,8.874996890904765,21.05187172337467,4.164466425787218,0.5172623811493497,0.5172623811493497,5.563380281690141,0.6136363636363635
2020,0.12,0.029,3230.0,2900.0,330.0,IND,6966.27542785911,1402617695,India,LMC,41.759166666666665,2.3028370535422344,2.3028370535422344,8.848835989027325,21.061606109843773,3.731918988075146,0.8341418643372046,0.8341418643372046,0.3862660944206009,5.563380281690141
2021,0.41,0.055,4910.0,4000.0,910.0,IND,8050.01857452664,1414203896,India,LMC,70.6775,3.4719180267341025,3.4719180267341025,8.99342967780456,21.06983259204506,4.2581272761411615,1.2447071867077812,1.2447071867077812,0.5201238390092879,0.3862660944206009
2022,1.4,0.16,10900.0,4100.0,6800.0,IND,9207.12743040145,1425423212,India,LMC,100.77749999999999,7.646851761805041,7.646851761805041,9.127733183791767,21.07773459745116,4.612915116435538,2.034294028730352,2.034294028730352,1.219959266802444,0.5201238390092879
2023,2.1,0.31,37000.0,14000.0,23000.0,IND,10323.4998734428,1438069596,India,LMC,82.46833333333333,25.72893558344863,25.72893558344863,9.242178116565798,21.08656749284882,4.412414381271988,3.247616256741817,3.247616256741817,2.3944954128440368,1.219959266802444
2024,2.1,0.48,75000.0,28000.0,47000.0,IND,11159.9856476091,1450935791,India,LMC,80.52666666666666,51.690778093156844,51.690778093156844,9.320089949877943,21.095474558318678,4.388588392509022,3.945279392164043,3.945279392164043,1.0270270270270272,2.3944954128440368
2015,3.9,0.36,31.0,20.0,11.0,ISL,49201.0640964553,330815,Iceland,HIC,52.35333333333333,93.70796366549278,93.70796366549278,10.803670530223252,12.709314585722742,3.9580156092786187,4.540183176726678,4.540183176726678,,
2016,6.3,0.75,51.0,40.0,11.0,ISL,53480.3971946764,335439,Iceland,HIC,43.54833333333334,152.03956606119146,152.03956606119146,10.887070458164299,12.723195400681126,3.7738714323786655,5.024140790007474,5.024140790007474,0.6451612903225807,
2017,14.0,1.7,68.0,36.0,32.0,ISL,55638.4920591794,343400,Iceland,HIC,54.2475,198.01980198019803,198.01980198019803,10.926630543929994,12.746651227445513,3.9935569084094085,5.288367035694868,5.288367035694868,0.33333333333333326,0.6451612903225807
2018,20.0,3.4,95.0,55.0,40.0,ISL,57197.7676247175,352721,Iceland,HIC,71.06083333333333,269.33468662200437,269.33468662200437,10.95427014906639,12.773432655137803,4.263536317703028,5.595954794427012,5.595954794427012,0.3970588235294117,0.33333333333333326
2019,26.0,4.7,260.0,150.0,110.0,ISL,60523.8179440825,360563,Iceland,HIC,64.35833333333333,721.0945105293665,721.0945105293665,11.010792251571473,12.79542197772042,4.164466425787218,6.580770211259383,6.580770211259383,1.736842105263158,0.3970588235294117
2020,52.0,6.5,500.0,210.0,290.0,ISL,55796.7454667632,366463,Iceland,HIC,41.759166666666665,1364.3942226091037,1364.3942226091037,10.929470821700034,12.81165284023301,3.731918988075146,7.218465816153456,7.218465816153456,0.9230769230769231,1.736842105263158
2021,70.0,9.3,680.0,120.0,560.0,ISL,61610.2132740715,372520,Iceland,HIC,70.6775,1825.4053473638999,1825.4053473638999,11.028582935682085,12.828046006635594,4.2581272761411615,7.509557349498833,7.509557349498833,0.3600000000000001,0.9230769230769231
2022,69.0,14.0,1030.0,180.0,850.0,ISL,75332.8528345867,382003,Iceland,HIC,100.77749999999999,2696.3139032939534,2696.3139032939534,11.229671611264026,12.853183740961017,4.612915116435538,7.89964089822694,7.89964089822694,0.5147058823529411,0.3600000000000001
2023,71.0,18.0,1810.0,410.0,1400.0,ISL,81608.4479116436,385663,Iceland,HIC,82.46833333333333,4693.216616579761,4693.216616579761,11.309688063922476,12.862719210115923,4.412414381271988,8.453873472108222,8.453873472108222,0.7572815533980584,0.5147058823529411
2024,42.0,18.0,3040.0,940.0,2100.0,ISL,84256.8454573112,386506,Iceland,HIC,80.52666666666666,7865.337148711792,7865.337148711792,11.341625096632693,12.864902670821849,4.388588392509022,8.970220681542694,8.970220681542694,0.6795580110497237,0.7572815533980584
2020,2.6,0.58,,,,ISR,40955.2856179152,9215100,Israel,HIC,41.759166666666665,,288.77844624640335,10.620236155870328,16.036354000899127,3.731918988075146,,5.665659772122765,,
2021,6.9,1.3,,,,ISR,46162.0822730247,9371400,Israel,HIC,70.6775,,288.77844624640335,10.739914010065442,16.05317305607387,4.2581272761411615,,5.665659772122765,,
2022,12.0,2.5,2760.0,260.0,2500.0,ISR,53619.0680995095,9557500,Israel,HIC,100.77749999999999,288.77844624640335,288.77844624640335,10.88966003192071,16.072836744552706,4.612915116435538,5.665659772122765,5.665659772122765,,
2023,17.0,4.2,4910.0,710.0,4200.0,ISR,55171.2318814321,9849000,Israel,HIC,82.46833333333333,498.5277693166819,498.5277693166819,10.918196934845035,16.10288048515184,4.412414381271988,6.211659293601001,6.211659293601001,0.7789855072463767,
2024,21.0,5.9,9100.0,2600.0,6500.0,ISR,57235.7763244136,9974400,Israel,HIC,80.52666666666666,912.3355790824511,912.3355790824511,10.954934442066191,16.115532368555154,4.388588392509022,6.816007881914061,6.816007881914061,0.8533604887983706,0.7789855072463767
2015,0.14,0.015,1770.0,70.0,1700.0,ITA,37384.3796455406,60229605,Italy,HIC,52.35333333333333,29.387541226611066,29.387541226611066,10.529008239623492,17.913674566804808,3.9580156092786187,3.3805708167273414,3.3805708167273414,0.25531914893617014,0.0071428571428571175
2016,0.15,0.022,2470.0,170.0,2300.0,ITA,40482.562999856,60115223,Italy,HIC,43.54833333333334,41.08776241252569,41.08776241252569,10.608626617170858,17.91177366194095,3.7738714323786655,3.7157103256453476,3.7157103256453476,0.3954802259887005,0.25531914893617014
2017,0.25,0.034,2860.0,460.0,2400.0,ITA,42142.3435406885,60002252,Italy,HIC,54.2475,47.66487764492573,47.66487764492573,10.648808299022276,17.90989265281535,3.9935569084094085,3.8641948089628224,3.8641948089628224,0.1578947368421053,0.3954802259887005
2018,0.5,0.058,3600.0,700.0,2900.0,ITA,43386.7005868803,60148658,Italy,HIC,71.06083333333333,59.85170940970953,59.85170940970953,10.677908235036435,17.912329689246626,4.263536317703028,4.091869993161848,4.091869993161848,0.25874125874125875,0.1578947368421053
2019,0.88,0.1,9400.0,1100.0,8300.0,ITA,46661.9105159611,59729081,Italy,HIC,64.35833333333333,157.3772748989726,157.3772748989726,10.75068349021427,17.905329578686892,4.164466425787218,5.058645947535476,5.058645947535476,1.6111111111111112,0.25874125874125875
2020,4.2,0.25,13500.0,1500.0,12000.0,ITA,44435.6434393527,59438851,Italy,HIC,41.759166666666665,227.12417506186316,227.12417506186316,10.70179720653027,17.900458627769716,3.731918988075146,5.425496894621079,5.425496894621079,0.43617021276595747,1.6111111111111112
2021,9.1,0.6,22200.0,2200.0,20000.0,ITA,49825.3934111848,59133173,Italy,HIC,70.6775,375.4237913125345,375.4237913125345,10.816280040909026,17.89530262778127,4.2581272761411615,5.928055498043374,5.928055498043374,0.6444444444444444,0.43617021276595747
2022,8.5,0.89,38000.0,7000.0,31000.0,ITA,57260.8945372493,59013667,Italy,HIC,100.77749999999999,643.9186366778395,643.9186366778395,10.95537320090607,17.893279619112445,4.612915116435538,6.4675723775603515,6.4675723775603515,0.7117117117117118,0.6444444444444444
2023,9.2,1.2,48100.0,8100.0,40000.0,ITA,60029.871712398,58984216,Italy,HIC,82.46833333333333,815.4723968866518,815.4723968866518,11.002597579185434,17.892780440654956,4.412414381271988,6.703767573403171,6.703767573403171,0.2657894736842106,0.7117117117117118
2024,7.9,1.5,60000.0,11000.0,49000.0,ITA,62014.2675153689,58952704,Italy,HIC,80.52666666666666,1017.7650205832798,1017.7650205832798,11.03511975876903,17.892246053276516,4.388588392509022,6.925364345891994,6.925364345891994,0.24740124740124747,0.2657894736842106
2015,0.58,0.22,22000.0,6000.0,16000.0,JPN,40898.80697396,127141000,Japan,HIC,52.35333333333333,173.03623536074122,173.03623536074122,10.618856172264628,18.660807264786893,3.9580156092786187,5.1535010255178335,5.1535010255178335,0.9130434782608696,5.388888888888889
2016,0.6,0.25,24100.0,7100.0,17000.0,JPN,40596.9686628995,127076000,Japan,HIC,43.54833333333334,189.65028801661998,189.65028801661998,10.611448679326987,18.66029589063476,3.7738714323786655,5.24518178680826,5.24518178680826,0.09545454545454546,0.9130434782608696
2017,1.2,0.31,29300.0,7300.0,22000.0,JPN,41444.2157443912,126972000,Japan,HIC,54.2475,230.75953753583468,230.75953753583468,10.63210360304266,18.6594771476743,3.9935569084094085,5.441376205295134,5.441376205295134,0.21576763485477168,0.09545454545454546
2018,1.1,0.36,29700.0,7700.0,22000.0,JPN,42141.9352987758,126811000,Japan,HIC,71.06083333333333,234.2068117119177,234.2068117119177,10.64879861176106,18.658208346993412,4.263536317703028,5.456204535761654,5.456204535761654,0.013651877133105783,0.21576763485477168
2019,0.9,0.41,30900.0,7900.0,23000.0,JPN,42678.1511448354,126633000,Japan,HIC,64.35833333333333,244.0122243017223,244.0122243017223,10.661442385471663,18.65680369721463,4.164466425787218,5.497218323635481,5.497218323635481,0.04040404040404044,0.013651877133105783
2020,0.77,0.45,29900.0,7900.0,22000.0,JPN,42425.6946789651,126261000,Japan,HIC,41.759166666666665,236.81105012632563,236.81105012632563,10.655509464251578,18.65386175103713,3.731918988075146,5.467262566305923,5.467262566305923,-0.032362459546925515,0.04040404040404044
2021,1.2,0.51,29000.0,8000.0,21000.0,JPN,44355.3487163354,125681593,Japan,HIC,70.6775,230.74182390415754,230.74182390415754,10.699988582863483,18.649262226879053,4.2581272761411615,5.441299440053832,5.441299440053832,-0.030100334448160515,-0.032362459546925515
2022,2.8,0.63,29400.0,8400.0,21000.0,JPN,47192.0500603372,125124989,Japan,HIC,100.77749999999999,234.9650556213036,234.9650556213036,10.761980726462506,18.644823707687568,4.612915116435538,5.45943680360348,5.45943680360348,0.01379310344827589,-0.030100334448160515
2023,3.5,0.84,31600.0,9600.0,22000.0,JPN,50661.7663463109,124516650,Japan,HIC,82.46833333333333,253.78132161441863,253.78132161441863,10.8329267896338,18.639949999867074,4.412414381271988,5.536472957672202,5.536472957672202,0.0748299319727892,0.01379310344827589
2024,2.8,1.0,34000.0,10000.0,24000.0,JPN,52039.1716551611,123975371,Japan,HIC,80.52666666666666,274.2480197941896,274.2480197941896,10.85975201503552,18.635593482873812,4.388588392509022,5.61403287868876,5.61403287868876,0.07594936708860756,0.0748299319727892
2015,0.22,0.033,1640.0,340.0,1300.0,KOR,39794.1961180043,51014947,"Korea, Rep.",HIC,52.35333333333333,32.147441023510225,32.147441023510225,10.591476354458061,17.74762922618088,3.9580156092786187,3.47033285260164,3.47033285260164,0.0,0.38983050847457634
2016,0.33,0.059,1590.0,490.0,1100.0,KOR,41672.6278317077,51217803,"Korea, Rep.",HIC,43.54833333333334,31.043893077569138,31.043893077569138,10.637599785344069,17.75159774441469,3.7738714323786655,3.4354021087638613,3.4354021087638613,-0.030487804878048808,0.0
2017,0.96,0.13,10490.0,490.0,10000.0,KOR,43155.9100867658,51361911,"Korea, Rep.",HIC,54.2475,204.23694904965666,204.23694904965666,10.672574653222165,17.754407424597705,3.9935569084094085,5.31928083475691,5.31928083475691,5.59748427672956,-0.030487804878048808
2018,3.9,0.31,31100.0,9100.0,22000.0,KOR,45511.0803506331,51585058,"Korea, Rep.",HIC,71.06083333333333,602.8877586994281,602.8877586994281,10.725711099481577,17.75874261487384,4.263536317703028,6.401731041257762,6.401731041257762,1.9647283126787416,5.59748427672956
2019,2.4,0.49,46100.0,9100.0,37000.0,KOR,46511.2196957018,51764822,"Korea, Rep.",HIC,64.35833333333333,890.5661841163097,890.5661841163097,10.747448846249732,17.76222136455961,4.164466425787218,6.791857422389402,6.791857422389402,0.482315112540193,1.9647283126787416
